,SP500_MM_30,BOVESPA_MM_30,OURO_MM_30,PETROLEO_MM_30,FERRO_MM_30,DOLAR_MM_30,SELIC_MM_30,VALE_MM_30,SP500_FECHAMENTO_ANTERIOR,BOVESPA_FECHAMENTO_ANTERIOR,OURO_FECHAMENTO_ANTERIOR,PETROLEO_FECHAMENTO_ANTERIOR,FERRO_FECHAMENTO_ANTERIOR,DOLAR_FECHAMENTO_ANTERIOR,SELIC_FECHAMENTO_ANTERIOR,VALE_FECHAMENTO_ANTERIOR,RESULTADO
64,1312.2673333333335,66605.33333333333,1392.363330078125,108.0846664428711,179.5433334350586,1.665326678752899,11.416666666666666,51.01266657511393,1279.21,66880.0,1415.9,113.93,168.9,1.6712,11.75,48.74,0
65,1312.0790000000002,66605.4,1395.5199951171876,108.5053332010905,179.05333353678387,1.6652633428573609,11.433333333333334,50.87766660054525,1298.38,66690.0,1426.2,114.96,169.3,1.6644,11.75,48.86,0
66,1311.6346666666666,66632.5,1398.02666015625,108.96999969482422,178.60333353678385,1.6650666753451029,11.45,50.73733329772949,1293.77,67578.0,1427.5,115.7,170.0,1.663,11.75,48.58,3
67,1311.1903333333332,66716.73333333334,1401.0133260091145,109.49399973551432,178.15333353678386,1.6646133422851563,11.466666666666667,50.65,1297.54,67796.0,1437.9,115.55,170.0,1.6594,11.75,49.31,3
68,1310.8773333333334,66789.1,1403.9199951171875,110.04299977620443,177.63999989827474,1.6640033404032388,11.483333333333333,50.53000005086263,1309.66,67533.0,1434.8,115.72,169.4,1.6585,11.75,48.72,0
69,1310.5183333333334,66855.6,1406.0099934895834,110.56533304850261,177.10333302815755,1.6635700066884358,11.5,50.4240000406901,1313.8,67766.0,1426.1,115.59,169.4,1.6573,11.75,48.73,3
70,1310.162,66954.76666666666,1407.8433268229167,110.99799982706706,176.5633331298828,1.6634733398755392,11.516666666666667,50.359666697184245,1310.19,67193.0,1419.8,114.8,169.3,1.6606,11.75,48.4,3
71,1310.081,67049.46666666666,1409.646659342448,111.47433319091797,175.93999989827475,1.6630266745885214,11.533333333333333,50.307000096638994,1319.44,67419.0,1416.0,115.16,169.3,1.6538,11.75,49.4,3
72,1310.0513333333333,67124.16666666667,1411.77666015625,111.93099975585938,175.32333323160807,1.6619633436203003,11.55,50.19766667683919,1328.26,67997.0,1423.8,115.13,169.5,1.6352,11.75,48.76,0
73,1309.8349999999998,67191.8,1414.253328450521,112.40699971516928,174.83999989827473,1.6606500109036764,11.566666666666666,50.06866671244303,1325.83,68587.0,1438.9,117.36,174.0,1.6279,11.75,49.18,0
74,1309.9816666666668,67289.36666666667,1416.0699951171875,112.97566630045573,174.27333323160806,1.6590233445167542,11.583333333333334,49.93500010172526,1332.41,69268.0,1428.1,118.7,171.9,1.6186,11.75,48.86,0
75,1309.866666666667,67360.46666666666,1417.986661783854,113.55166625976562,173.8066665649414,1.6570433457692464,11.6,49.81966667175293,1332.87,69704.0,1432.2,121.06,173.8,1.6102,11.75,49.92,3
76,1309.6066666666668,67432.23333333334,1420.2233317057292,114.20599975585938,173.3299997965495,1.6551300128300985,11.616666666666667,49.70966669718425,1332.63,69838.0,1451.8,122.22,173.2,1.6079,11.75,50.15,0
77,1309.3576666666668,67464.56666666667,1422.5399983723958,114.86533330281576,172.9133331298828,1.653196676572164,11.633333333333333,49.59133338928223,1335.54,69037.0,1457.7,122.3,175.0,1.6089,11.75,49.36,0
78,1309.96,67555.76666666666,1424.4733317057292,115.4283332824707,172.63333333333333,1.6506400108337402,11.65,49.53400001525879,1333.51,69176.0,1458.5,122.67,179.3,1.5919,11.75,48.96,0
79,1310.6523333333332,67616.03333333334,1426.4733317057292,115.94166666666666,172.4133331298828,1.6474466760953268,11.666666666666666,49.44200007120768,1328.17,68718.0,1473.4,126.65,181.0,1.5754,11.75,48.86,0
80,1311.2643333333333,67656.53333333334,1428.2099975585938,116.36233342488607,172.2,1.6446333408355713,11.683333333333334,49.367000071207684,1324.46,68164.0,1467.4,123.98,181.1,1.5797,11.75,48.92,0
81,1311.0736666666667,67656.3,1429.6833333333334,116.65500005086263,171.9133331298828,1.6421166737874349,11.7,49.25333340962728,1314.16,66896.0,1452.9,120.92,178.9,1.5862,11.75,47.93,3
82,1310.6466666666668,67626.4,1431.2033325195312,117.02433319091797,171.63333333333333,1.6396233399709066,11.716666666666667,49.098000081380206,1314.41,66486.0,1454.9,122.88,178.8,1.5856,11.75,47.24,3
83,1310.9196666666664,67627.6,1432.569999186198,117.2556666056315,171.82000020345052,1.6370066722234091,11.733333333333333,48.99533348083496,1314.52,66279.0,1471.7,122.36,179.0,1.5834,11.75,47.84,0
84,1311.294333333333,67607.66666666667,1434.1733357747396,117.49233322143554,172.0566670735677,1.634226671854655,11.75,48.85966682434082,1319.68,66684.0,1485.3,123.45,179.1,1.5768,11.75,47.72,0
85,1310.4333333333334,67516.63333333333,1436.716670735677,117.71966654459635,172.26333363850912,1.6321166714032491,11.75,48.695333607991536,1305.14,65415.0,1492.3,121.61,179.2,1.5904,11.75,47.24,0
