DATA_PREGAO,SP500,BOVESPA,OURO,PETROLEO,FERRO,DOLAR,SELIC,SP500_MM_30,BOVESPA_MM_30,OURO_MM_30,PETROLEO_MM_30,FERRO_MM_30,DOLAR_MM_30,SELIC_MM_30,SP500_FECHAMENTO_ANTERIOR,BOVESPA_FECHAMENTO_ANTERIOR,OURO_FECHAMENTO_ANTERIOR,PETROLEO_FECHAMENTO_ANTERIOR,FERRO_FECHAMENTO_ANTERIOR,DOLAR_FECHAMENTO_ANTERIOR,SELIC_FECHAMENTO_ANTERIOR,SP500_RESULT_30,BOVESPA_RESULT_30,OURO_RESULT_30,PETROLEO_RESULT_30,FERRO_RESULT_30,DOLAR_RESULT_30,SELIC_RESULT_30,SP500_RESULT_DIFF,BOVESPA_RESULT_DIFF,OURO_RESULT_DIFF,DOLAR_RESULT_DIFF,SELIC_RESULT_DIFF,RESULTADO
2011-02-17,1340.43,67685.0,1384.7,102.59,187.5,1.6653,11.25,1296.931,68226.26666666666,1360.5133341471353,98.73433329264323,180.2066670735677,1.671590002377828,11.083333333333334,1336.32,67571.0,1374.7,103.78,187.8,1.6696,11.25,1332.63,69838.0,1451.8,122.22,173.2,1.6079,11.75,-0.581902822228686,3.1809115756814554,4.845822,-3.4468234,4.444444,0
2011-02-18,1343.01,68067.0,1388.2,102.52,187.5,1.6669,11.25,1299.2163333333333,68150.36666666667,1359.25,98.99266662597657,180.79000040690104,1.6720933357874552,11.1,1340.43,67685.0,1384.7,102.59,187.5,1.6653,11.25,1335.54,69037.0,1457.7,122.3,175.0,1.6089,11.75,-0.5562132821051224,1.4250664786166656,5.00648,-3.4795165,4.444444,3
2011-02-22,1315.44,66440.0,1400.5,105.78,187.7,1.6686,11.25,1301.6433333333334,68075.33333333333,1359.573331705729,99.29233322143554,181.30333353678387,1.6724966684977214,11.116666666666667,1343.01,68067.0,1388.2,102.52,187.5,1.6669,11.25,1333.51,69176.0,1458.5,122.67,179.3,1.5919,11.75,1.3736848506963328,4.118001204093913,4.1413784,-4.5966682,4.444444,0
2011-02-23,1307.4,66910.0,1413.4,111.25,187.6,1.6712,11.25,1302.9393333333333,67920.3,1360.4766642252605,99.6349998474121,181.7433334350586,1.672433332602183,11.133333333333333,1315.44,66440.0,1400.5,105.78,187.7,1.6686,11.25,1328.17,68718.0,1473.4,126.65,181.0,1.5754,11.75,1.5886492274743702,2.7021371992228316,4.2450786,-5.7324114,4.444444,0
2011-02-24,1306.1,66949.0,1415.3,111.36,187.5,1.6641,11.25,1304.0576666666666,67798.0,1361.8766642252604,100.19266662597656,182.2133336385091,1.671976665655772,11.15,1307.4,66910.0,1413.4,111.25,187.6,1.6712,11.25,1324.46,68164.0,1467.4,123.98,181.1,1.5797,11.75,1.4057116606691844,1.8148142616021046,3.6811948,-5.0718126,4.444444,0
2011-02-25,1319.88,66903.0,1408.7,112.14,187.5,1.6617,11.25,1305.2109999999998,67694.4,1363.4366658528645,100.79366658528646,182.68000030517578,1.6712700009346009,11.166666666666666,1306.1,66949.0,1415.3,111.36,187.5,1.6641,11.25,1314.16,66896.0,1452.9,120.92,178.9,1.5862,11.75,-0.43337273085432004,-0.010462908987640684,3.137648,-4.543543,4.444444,0
2011-02-28,1327.22,67383.0,1409.3,111.8,187.2,1.6604,11.25,1306.882,67586.93333333333,1364.6033325195312,101.34166666666667,183.14666697184245,1.670313334465027,11.183333333333334,1319.88,66903.0,1408.7,112.14,187.5,1.6617,11.25,1314.41,66486.0,1454.9,122.88,178.8,1.5856,11.75,-0.9651753288829279,-1.3311962958016066,3.23565,-4.504937,4.444444,0
2011-03-01,1306.33,66243.0,1430.7,115.42,173.4,1.6619,11.25,1308.6399999999999,67485.6,1365.4466674804687,101.81466674804688,183.55333353678387,1.6693966706593832,11.2,1327.22,67383.0,1409.3,111.8,187.2,1.6604,11.25,1314.52,66279.0,1471.7,122.36,179.0,1.5834,11.75,0.6269472491637007,0.05434536479325125,2.8657317,-4.723513,4.444444,0
2011-03-02,1308.44,67282.0,1437.2,116.35,172.0,1.6602,11.25,1309.319,67305.93333333333,1366.9466674804687,102.39133326212566,183.46666666666667,1.6689100066820781,11.216666666666667,1306.33,66243.0,1430.7,115.42,173.4,1.6619,11.25,1319.68,66684.0,1485.3,123.45,179.1,1.5768,11.75,0.8590382440157862,-0.8887964091435996,3.346789,-5.0234914,4.444444,0
2011-03-03,1330.97,68146.0,1416.0,114.79,173.0,1.6537,11.75,1310.1416666666667,67191.3,1368.6233317057292,103.0009999593099,183.33333333333334,1.6686066746711732,11.233333333333333,1308.44,67282.0,1437.2,116.35,172.0,1.6602,11.25,1305.14,65415.0,1492.3,121.61,179.2,1.5904,11.75,-1.940689872799528,-4.007571977812341,5.388427,-3.8277805,0.0,3
2011-03-04,1321.15,68012.0,1428.2,115.97,174.5,1.6454,11.75,1311.3993333333335,67098.16666666667,1370.4766642252605,103.53799997965494,183.11666666666667,1.6676133394241333,11.266666666666667,1330.97,68146.0,1416.0,114.79,173.0,1.6537,11.75,1312.62,66158.0,1494.5,121.33,179.4,1.5784,11.75,-0.6456496234341413,-2.7259895312591875,4.6422124,-4.071963,0.0,0
2011-03-09,1320.02,67264.0,1429.3,115.94,168.8,1.6551,11.75,1312.707,67029.96666666666,1372.4099975585937,104.13166656494141,182.96666666666667,1.6667733391125996,11.283333333333333,1321.15,68012.0,1428.2,115.97,174.5,1.6454,11.75,1330.36,67058.0,1498.3,123.85,179.4,1.5714,11.75,0.7833214648262921,-0.3062559467174153,4.827535,-5.0570908,0.0,0
2011-03-10,1295.11,66041.0,1412.2,115.43,167.8,1.6604,11.75,1314.0323333333333,66953.36666666667,1375.1699991861979,104.7769999186198,182.66000010172527,1.6662533402442932,11.3,1320.02,67264.0,1429.3,115.94,168.8,1.6551,11.75,1335.25,66972.0,1508.6,123.66,179.5,1.5712,12.0,3.0993506343090615,1.4097303190442334,6.826234,-5.3722024,2.1276593,3
2011-03-11,1304.28,66685.0,1421.5,113.84,164.0,1.6641,11.75,1314.4243333333334,66850.3,1377.543330891927,105.37133331298828,182.32000020345052,1.6658833424250286,11.316666666666666,1295.11,66041.0,1412.2,115.43,167.8,1.6604,11.75,1347.24,67144.0,1503.0,124.14,179.5,1.5646,12.0,3.29377127610635,0.6883107145535083,5.7333827,-5.97921,2.1276593,3
2011-03-14,1296.39,67169.0,1424.6,113.67,163.1,1.6623,11.75,1314.8723333333332,66758.9,1380.1099975585937,105.94566650390625,181.82000020345052,1.6656100114186605,11.333333333333334,1304.28,66685.0,1421.5,113.84,164.0,1.6641,11.75,1355.66,66264.0,1516.7,125.13,179.1,1.5697,12.0,4.5719266578730045,-1.3473477348181495,6.46497,-5.5705967,2.1276593,3
2011-03-15,1281.87,67005.0,1392.6,108.52,163.6,1.6684,11.75,1314.8643333333334,66707.56666666667,1383.163330078125,106.47099965413412,181.29000040690104,1.6654066761334738,11.35,1296.39,67169.0,1424.6,113.67,163.1,1.6623,11.75,1360.48,65673.0,1530.8,125.02,179.1,1.5845,12.0,6.132447128023921,-1.9879113498992629,9.923887,-5.028778,2.1276593,3
2011-03-16,1256.88,66003.0,1396.0,110.62,167.7,1.6666,11.75,1314.2753333333335,66672.7,1385.6366617838542,106.84199956258138,180.76000061035157,1.6653133432070415,11.366666666666667,1281.87,67005.0,1392.6,108.52,163.6,1.6684,11.75,1361.22,65463.0,1556.7,125.12,171.0,1.5739,12.0,8.301508497231236,-0.8181446297895523,11.511457,-5.562222,2.1276593,3
2011-03-17,1273.72,66216.0,1404.0,114.9,169.0,1.6749,11.75,1313.6266666666666,66649.53333333334,1387.4799967447916,107.2153330485026,180.36666717529297,1.664953343073527,11.383333333333333,1256.88,66003.0,1396.0,110.62,167.7,1.6666,11.75,1356.62,64318.0,1540.1,122.45,175.8,1.5882,12.0,6.508494802625364,-2.866376706536189,9.693729,-5.1764307,2.1276593,3
2011-03-18,1279.21,66880.0,1415.9,113.93,168.9,1.6712,11.75,1313.2133333333334,66637.56666666667,1389.8199951171875,107.67833302815755,180.01333363850912,1.66503001054128,11.4,1273.72,66216.0,1404.0,114.9,169.0,1.6749,11.75,1347.32,63616.0,1514.9,121.19,175.0,1.6022,12.0,5.324379890713793,-4.880382775119618,6.992018,-4.128772,2.1276593,3
2011-03-21,1298.38,66690.0,1426.2,114.96,169.3,1.6644,11.75,1312.2673333333332,66605.33333333333,1392.363330078125,108.0846664428711,179.5433334350586,1.665326678752899,11.416666666666666,1279.21,66880.0,1415.9,113.93,168.9,1.6712,11.75,1335.1,63407.0,1480.9,110.8,172.5,1.6211,12.0,2.828139681757258,-4.922777028040182,3.8353682,-2.60154,2.1276593,0
2011-03-22,1293.77,67578.0,1427.5,115.7,170.0,1.663,11.75,1312.079,66605.4,1395.5199951171876,108.5053332010905,179.05333353678387,1.6652633428573609,11.433333333333334,1298.38,66690.0,1426.2,114.96,169.3,1.6644,11.75,1340.2,64417.0,1491.2,109.13,169.3,1.6103,12.0,3.5887367924747116,-4.67755778507798,4.4623375,-3.1689763,2.1276593,0
2011-03-23,1297.54,67796.0,1437.9,115.55,170.0,1.6594,11.75,1311.6346666666666,66632.5,1398.02666015625,108.96999969482422,178.60333353678385,1.6650666753451029,11.45,1293.77,67578.0,1427.5,115.7,170.0,1.663,11.75,1346.29,64622.0,1502.9,115.9,168.0,1.6191,12.0,3.757109607410958,-4.681692135229221,4.520476,-2.4285913,2.1276593,0
2011-03-24,1309.66,67533.0,1434.8,115.72,169.4,1.6585,11.75,1311.1903333333332,66716.73333333334,1401.0133260091145,109.49399973551432,178.15333353678386,1.6646133422851563,11.466666666666667,1297.54,67796.0,1437.9,115.55,170.0,1.6594,11.75,1357.16,64877.0,1516.6,117.63,172.5,1.6061,12.0,3.626895530137597,-3.9328920675817725,5.7011366,-3.1594813,2.1276593,3
2011-03-25,1313.8,67766.0,1426.1,115.59,169.4,1.6573,11.75,1310.8773333333334,66789.1,1403.9199951171875,110.04299977620443,177.63999989827474,1.6640033404032388,11.483333333333333,1309.66,67533.0,1434.8,115.72,169.4,1.6585,11.75,1342.08,63776.0,1501.1,112.57,170.1,1.617,12.0,2.1525346323641337,-5.8879083906383745,5.2590966,-2.4316669,2.1276593,3
2011-03-28,1310.19,67193.0,1419.8,114.8,169.3,1.6606,11.75,1310.5183333333334,66855.6,1406.0099934895834,110.56533304850261,177.10333302815755,1.6635700066884358,11.5,1313.8,67766.0,1426.1,115.59,169.4,1.6573,11.75,1348.65,64003.0,1506.6,112.98,168.8,1.6199,12.0,2.935452109999326,-4.74751834268451,6.113529,-2.4509192,2.1276593,3
2011-03-29,1319.44,67419.0,1416.0,115.16,169.3,1.6538,11.75,1310.162,66954.76666666666,1407.8433268229167,110.99799982706706,176.5633331298828,1.6634733398755392,11.516666666666667,1310.19,67193.0,1419.8,114.8,169.3,1.6606,11.75,1337.77,63235.0,1493.4,113.83,169.6,1.632,12.0,1.3892257321287849,-6.205965677331315,5.4661036,-1.3181806,2.1276593,3
2011-03-30,1328.26,67997.0,1423.8,115.13,169.5,1.6352,11.75,1310.081,67049.46666666666,1409.646659342448,111.47433319091797,175.93999989827475,1.6630266745885214,11.533333333333333,1319.44,67419.0,1416.0,115.16,169.3,1.6538,11.75,1329.47,62830.0,1490.4,112.73,168.5,1.6309,12.0,0.09109662264918938,-7.598864655793635,4.6776175,-0.26296377,2.1276593,0
2011-03-31,1325.83,68587.0,1438.9,117.36,174.0,1.6279,11.75,1310.0513333333333,67124.16666666667,1411.77666015625,111.93099975585938,175.32333323160807,1.6619633436203003,11.55,1328.26,67997.0,1423.8,115.13,169.5,1.6352,11.75,1328.98,63673.0,1479.8,109.99,167.8,1.6282,12.0,0.23758702096046136,-7.164623033519469,2.8424501,0.018429756,2.1276593,0
2011-04-01,1332.41,69268.0,1428.1,118.7,171.9,1.6186,11.75,1309.835,67191.8,1414.253328450521,112.40699971516928,174.83999989827473,1.6606500109036764,11.566666666666666,1325.83,68587.0,1438.9,117.36,174.0,1.6279,11.75,1340.68,62841.0,1495.6,112.3,167.5,1.6158,12.0,0.6206798207758935,-9.278454697695903,4.726565,-0.17299056,2.1276593,0
2011-04-04,1332.87,69704.0,1432.2,121.06,173.8,1.6102,11.75,1309.9816666666666,67289.36666666667,1416.0699951171875,112.97566630045573,174.27333323160806,1.6590233445167542,11.583333333333334,1332.41,69268.0,1428.1,118.7,171.9,1.6186,11.75,1343.6,62367.0,1492.2,111.42,164.6,1.6157,12.0,0.8050297478373825,-10.525938253184897,4.18936,0.34157038,2.1276593,0
2011-04-05,1332.63,69838.0,1451.8,122.22,173.2,1.6079,11.75,1309.8666666666666,67360.46666666666,1417.986661783854,113.55166625976562,173.8066665649414,1.6570433457692464,11.6,1332.87,69704.0,1432.2,121.06,173.8,1.6102,11.75,1333.27,62597.0,1508.8,112.39,164.1,1.6161,12.0,0.048025333363344025,-10.368280878604775,3.926158,0.50997734,2.1276593,0
2011-04-06,1335.54,69037.0,1457.7,122.3,175.0,1.6089,11.75,1309.6066666666666,67432.23333333334,1420.2233317057292,114.20599975585938,173.3299997965495,1.6551300128300985,11.616666666666667,1332.63,69838.0,1451.8,122.22,173.2,1.6079,11.75,1317.37,62345.0,1515.3,110.1,163.5,1.6331,12.0,-1.3604983751890676,-9.693352839781566,3.9514422,1.5041351,2.1276593,0
2011-04-07,1333.51,69176.0,1458.5,122.67,179.3,1.5919,11.75,1309.3576666666665,67464.56666666667,1422.5399983723958,114.86533330281576,172.9133331298828,1.653196676572164,11.633333333333333,1335.54,69037.0,1457.7,122.3,175.0,1.6089,11.75,1316.28,63337.0,1523.2,112.53,165.4,1.6248,12.0,-1.29207879955906,-8.440788712848391,4.436064,2.0667076,2.1276593,0
2011-04-08,1328.17,68718.0,1473.4,126.65,181.0,1.5754,11.75,1309.96,67555.76666666666,1424.4733317057292,115.4283332824707,172.63333333333333,1.6506400108337402,11.65,1333.51,69176.0,1458.5,122.67,179.3,1.5919,11.75,1320.47,63388.0,1526.6,114.93,166.5,1.6289,12.0,-0.5797450627555212,-7.756337495270527,3.6106944,3.3959627,2.1276593,0
2011-04-11,1324.46,68164.0,1467.4,123.98,181.1,1.5797,11.75,1310.6523333333332,67616.03333333334,1426.4733317057292,115.94166666666666,172.4133331298828,1.6474466760953268,11.666666666666666,1328.17,68718.0,1473.4,126.65,181.0,1.5754,11.75,1325.69,64099.0,1522.8,115.05,165.0,1.6188,12.0,0.09286803678481004,-5.963558476615227,3.775382,2.4751544,2.1276593,0
2011-04-12,1314.16,66896.0,1452.9,120.92,178.9,1.5862,11.75,1311.2643333333333,67656.53333333334,1428.2099975585938,116.36233342488607,172.2,1.6446333408355713,11.683333333333334,1324.46,68164.0,1467.4,123.98,181.1,1.5797,11.75,1331.1,64295.0,1536.3,115.03,165.7,1.603,12.0,1.2890363426066642,-3.8881248505142296,5.740249,1.0591388,2.1276593,3
2011-04-13,1314.41,66486.0,1454.9,122.88,178.8,1.5856,11.75,1311.0736666666667,67656.3,1429.6833333333334,116.65500005086263,171.9133331298828,1.6421166737874349,11.7,1314.16,66896.0,1452.9,120.92,178.9,1.5862,11.75,1345.2,64620.0,1535.9,116.73,168.6,1.5791,12.0,2.3424958726729006,-2.806605901994408,5.5673957,-0.4099369,2.1276593,3
2011-04-14,1314.52,66279.0,1471.7,122.36,179.0,1.5834,11.75,1310.6466666666668,67626.4,1431.2033325195312,117.02433319091797,171.63333333333333,1.6396233399709066,11.716666666666667,1314.41,66486.0,1454.9,122.88,178.8,1.5856,11.75,1314.55,63411.0,1542.4,114.53,168.2,1.587,12.0,0.002282201868353262,-4.327162449644684,4.8039675,0.22735596,2.1276593,0
2011-04-15,1319.68,66684.0,1485.3,123.45,179.1,1.5768,11.75,1310.919666666667,67627.6,1432.569999186198,117.2556666056315,171.82000020345052,1.6370066722234091,11.733333333333333,1314.52,66279.0,1471.7,122.36,179.0,1.5834,11.75,1312.94,64218.0,1532.0,115.54,166.9,1.5797,12.0,-0.5107298739088217,-3.6980385099874002,3.144145,0.18391609,2.1276593,0
2011-04-18,1305.14,65415.0,1492.3,121.61,179.2,1.5904,11.75,1311.2943333333335,67607.66666666667,1434.1733357747396,117.49233322143554,172.0566670735677,1.634226671854655,11.75,1319.68,66684.0,1485.3,123.45,179.1,1.5768,11.75,1300.16,64341.0,1541.7,115.84,168.3,1.5736,12.0,-0.3815682608762305,-1.6418252694336166,3.3103228,-1.0563314,2.1276593,0
2011-04-19,1312.62,66158.0,1494.5,121.33,179.4,1.5784,11.75,1310.4333333333334,67516.63333333333,1436.716670735677,117.71966654459635,172.26333363850912,1.6321166714032491,11.75,1305.14,65415.0,1492.3,121.61,179.2,1.5904,11.75,1286.17,63068.0,1546.5,114.48,171.3,1.5802,12.0,-2.0150538617421554,-4.6706369600048365,3.4794211,0.11403561,2.1276593,0
2011-04-20,1330.36,67058.0,1498.3,123.85,179.4,1.5714,11.75,1310.149,67454.83333333333,1438.9266723632813,117.89833323160808,172.42666676839193,1.629883337020874,11.75,1312.62,66158.0,1494.5,121.33,179.4,1.5784,11.75,1284.94,63218.0,1543.3,116.78,172.8,1.5756,12.0,-3.4141134730448774,-5.726386113513671,3.0034065,0.26727915,2.1276593,0
2011-04-25,1335.25,66972.0,1508.6,123.66,179.5,1.5712,12.0,1310.4936666666665,67447.96666666666,1441.2266723632813,118.1619997660319,172.77999979654948,1.6270933389663695,11.75,1330.36,67058.0,1498.3,123.85,179.4,1.5714,11.75,1279.56,63033.0,1538.1,117.85,172.4,1.5812,12.0,-4.170754540348254,-5.88156244400645,1.9554496,0.6364584,0.0,0
2011-04-26,1347.24,67144.0,1503.0,124.14,179.5,1.5646,12.0,1311.8316666666665,67479.0,1444.4400065104167,118.43633321126302,173.1699996948242,1.624120004971822,11.758333333333333,1335.25,66972.0,1508.6,123.66,179.5,1.5712,12.0,1289.0,63469.0,1542.1,119.57,172.8,1.5869,12.25,-4.322912027552627,-5.473311092577148,2.6014566,1.4252901,2.0833373,0
2011-04-27,1355.66,66264.0,1516.7,125.13,179.1,1.5697,12.0,1313.2636666666667,67494.3,1447.1566731770833,118.77966664632162,173.6866663614909,1.6208033363024394,11.766666666666667,1347.24,67144.0,1503.0,124.14,179.5,1.5646,12.0,1270.98,62697.0,1528.6,118.78,172.3,1.593,12.25,-6.246403965596093,-5.3830134009416835,0.7845998,1.4843583,2.0833373,0
2011-04-28,1360.48,65673.0,1530.8,125.02,179.1,1.5845,12.0,1315.2393333333334,67464.13333333333,1450.2266723632813,119.16166661580404,174.21999969482422,1.617716670036316,11.775,1355.66,66264.0,1516.7,125.13,179.1,1.5697,12.0,1271.83,62023.0,1515.0,119.1,170.2,1.588,12.25,-6.516082559096792,-5.557839599226466,-1.0321438,0.22089481,2.0833373,0
2011-05-02,1361.22,65463.0,1556.7,125.12,171.0,1.5739,12.0,1317.8596666666667,67419.73333333334,1454.833341471354,119.71166661580403,174.73666636149088,1.6149200002352397,11.783333333333333,1360.48,65673.0,1530.8,125.02,179.1,1.5845,12.0,1287.87,62205.0,1523.8,120.16,170.3,1.5813,12.25,-5.388548507956104,-4.976857155950687,-2.1134377,0.47017336,2.0833373,0
2011-05-03,1356.62,64318.0,1540.1,122.45,175.8,1.5882,12.0,1321.3376666666668,67401.73333333334,1460.1900065104167,120.19499994913737,174.84666646321614,1.6118300000826518,11.791666666666666,1361.22,65463.0,1556.7,125.12,171.0,1.5739,12.0,1265.42,61604.0,1525.6,117.1,171.0,1.5952,12.25,-6.722589966239612,-4.219658571472995,-0.9414971,0.4407525,2.0833373,0
2011-05-04,1347.32,63616.0,1514.9,121.19,175.0,1.6022,12.0,1324.1009999999999,67338.46666666666,1464.7266723632813,120.44666646321615,175.07333323160807,1.6089399973551433,11.8,1356.62,64318.0,1540.1,122.45,175.8,1.5882,12.0,1267.64,60881.0,1529.3,114.02,169.0,1.61,12.25,-5.913962533028516,-4.299232897384309,0.95056295,0.4868269,2.0833373,0
2011-05-05,1335.1,63407.0,1480.9,110.8,172.5,1.6211,12.0,1326.3713333333333,67229.66666666667,1468.0266723632812,120.68866653442383,175.27666676839192,1.6066399971644083,11.808333333333334,1347.32,63616.0,1514.9,121.19,175.0,1.6022,12.0,1271.5,61060.0,1538.6,113.21,166.6,1.5971,12.25,-4.763688113249942,-3.7014840632737744,3.8962722,-1.4804721,2.0833373,0
2011-05-06,1340.2,64417.0,1491.2,109.13,169.3,1.6103,12.0,1327.5953333333334,67120.23333333334,1469.850008138021,120.55,175.38333333333333,1.6051966627438863,11.816666666666666,1335.1,63407.0,1480.9,110.8,172.5,1.6211,12.0,1278.36,61168.0,1541.5,111.69,164.3,1.5961,12.25,-4.614236681092388,-5.043699644503786,3.3731222,-0.8818209,2.0833373,0
2011-05-09,1346.29,64622.0,1502.9,115.9,168.0,1.6191,12.0,1329.143,67014.86666666667,1471.97333984375,120.33100001017253,175.36000010172526,1.603439994653066,11.825,1340.2,64417.0,1491.2,109.13,169.3,1.6103,12.0,1295.52,61424.0,1546.0,110.95,164.2,1.5902,12.25,-3.771104294022831,-4.948779053573082,2.867782,-1.7849445,2.0833373,0
2011-05-10,1357.16,64877.0,1516.6,117.63,172.5,1.6061,12.0,1330.768,66909.06666666667,1474.1400065104167,120.34266662597656,175.2933334350586,1.6020966609319052,11.833333333333334,1346.29,64622.0,1502.9,115.9,168.0,1.6191,12.0,1287.14,61194.0,1552.9,114.21,165.0,1.5869,12.25,-5.1593032509063,-5.676896280654164,2.3935199,-1.1954427,2.0833373,0
2011-05-11,1342.08,63776.0,1501.1,112.57,170.1,1.617,12.0,1332.3513333333333,66820.53333333334,1476.8666707356772,120.4063331604004,175.39666697184245,1.6003499945004782,11.841666666666667,1357.16,64877.0,1516.6,117.63,172.5,1.6061,12.0,1268.45,61017.0,1500.5,105.12,165.0,1.598,12.25,-5.486260133524079,-4.326078775715003,-0.039970875,-1.1750102,2.0833373,0
2011-05-12,1348.65,64003.0,1506.6,112.98,168.8,1.6199,12.0,1333.294,66687.53333333334,1479.3666707356772,120.30566660563152,175.4200007120768,1.5990066607793172,11.85,1342.08,63776.0,1501.1,112.57,170.1,1.617,12.0,1280.1,61217.0,1496.0,105.99,164.1,1.5961,12.25,-5.082860638416209,-4.352920956830153,-0.70356727,-1.4692247,2.0833373,0
2011-05-13,1337.77,63235.0,1493.4,113.83,169.6,1.632,12.0,1334.576,66581.2,1482.2600016276042,120.24499994913737,175.40333404541016,1.5976499954859416,11.858333333333333,1348.65,64003.0,1506.6,112.98,168.8,1.6199,12.0,1296.67,62303.0,1499.7,108.78,164.3,1.5825,12.25,-3.0722769982881926,-1.4738673203131158,0.4218459,-3.0330896,2.0833373,0
2011-05-16,1329.47,62830.0,1490.4,112.73,168.5,1.6309,12.0,1335.1870000000001,66441.73333333334,1484.8400024414063,120.20066655476889,175.41333414713543,1.596923327445984,11.866666666666667,1337.77,63235.0,1493.4,113.83,169.6,1.632,12.0,1307.41,62334.0,1509.9,112.4,164.9,1.5722,12.25,-1.659307844479374,-0.789431800095497,1.3083696,-3.5992444,2.0833373,0
2011-05-17,1328.98,63673.0,1479.8,109.99,167.8,1.6282,12.0,1335.2273333333333,66269.5,1487.0600016276042,120.1206667582194,175.38000081380207,1.596779994169871,11.875,1329.47,62830.0,1490.4,112.73,168.5,1.6309,12.0,1320.64,62404.0,1502.3,112.48,164.0,1.5603,12.25,-0.6275489473129725,-1.992995461184488,1.5204787,-4.170251,2.0833373,0
2011-05-18,1340.68,62841.0,1495.6,112.3,167.5,1.6158,12.0,1335.3323333333333,66105.7,1488.4233357747396,119.875,175.17333424886067,1.5967899958292644,11.883333333333333,1328.98,63673.0,1479.8,109.99,167.8,1.6282,12.0,1339.67,63394.0,1482.3,111.77,163.9,1.5591,12.25,-0.0753349046752394,0.8799987269457743,-0.8892715,-3.5090983,2.0833373,0
2011-05-19,1343.6,62367.0,1492.2,111.42,164.6,1.6157,12.0,1335.6080000000002,65891.46666666666,1490.6733357747396,119.66166687011719,175.02666778564452,1.596696662902832,11.891666666666667,1340.68,62841.0,1495.6,112.3,167.5,1.6158,12.0,1337.88,63039.0,1512.3,113.61,170.2,1.5629,12.25,-0.4257219410538693,1.0774929049016224,1.3470054,-3.267938,2.0833373,0
2011-05-20,1333.27,62597.0,1508.8,112.39,164.1,1.6161,12.0,1335.9656666666667,65646.9,1492.6733357747396,119.3403335571289,174.72000122070312,1.5968799948692323,11.9,1343.6,62367.0,1492.2,111.42,164.6,1.6157,12.0,1339.22,62565.0,1528.7,113.62,170.2,1.5654,12.25,0.44627119788189784,-0.05112066073453825,1.3189197,-3.1371772,2.0833373,0
2011-05-23,1317.37,62345.0,1515.3,110.1,163.5,1.6331,12.0,1335.987,65405.53333333333,1494.5733357747397,119.01266682942709,174.4166681925456,1.5971533258756,11.908333333333333,1333.27,62597.0,1508.8,112.39,164.1,1.6161,12.0,1353.22,62207.0,1530.2,118.59,169.7,1.5573,12.25,2.7213311370382076,-0.22134894538455852,0.9832978,-4.641485,2.0833373,0
2011-05-24,1316.28,63337.0,1523.2,112.53,165.4,1.6248,12.0,1335.3813333333335,65182.46666666667,1496.493339029948,118.60600001017252,174.03333485921223,1.5979599952697754,11.916666666666666,1317.37,62345.0,1515.3,110.1,163.5,1.6331,12.0,1343.8,61513.0,1541.2,118.33,168.8,1.5626,12.25,2.0907405719147842,-2.879833272810517,1.1817217,-3.828162,2.0833373,0
2011-05-25,1320.47,63388.0,1526.6,114.93,166.5,1.6289,12.0,1334.807,64987.833333333336,1498.6500040690105,118.26800003051758,173.57000122070312,1.5990566611289978,11.925,1316.28,63337.0,1523.2,112.53,165.4,1.6248,12.0,1319.49,60224.0,1548.8,117.24,169.6,1.5788,12.25,-0.07421599884889218,-4.991481037420331,1.4542222,-3.075701,2.0833373,0
2011-05-26,1325.69,64099.0,1522.8,115.05,165.0,1.6188,12.0,1334.5503333333334,64810.166666666664,1500.4233357747396,117.87733332316081,173.0866678873698,1.6008399963378905,11.933333333333334,1320.47,63388.0,1526.6,114.93,166.5,1.6289,12.0,1313.64,59705.0,1561.9,117.75,171.5,1.5765,12.25,-0.9089606167354325,-6.855021139175344,2.567637,-2.6130438,2.0833373,0
2011-05-27,1331.1,64295.0,1536.3,115.03,165.7,1.603,12.0,1334.5913333333335,64674.666666666664,1502.2700032552084,117.57966664632161,172.5500010172526,1.6021433313687643,11.941666666666666,1325.69,64099.0,1522.8,115.05,165.0,1.6188,12.0,1317.72,60670.0,1585.2,118.78,172.4,1.5754,12.25,-1.0051836826684646,-5.638074500349955,3.1829715,-1.7217755,2.0833373,0
2011-05-31,1345.2,64620.0,1535.9,116.73,168.6,1.5791,12.0,1335.156,64587.96666666667,1505.0500040690104,117.38333333333334,172.11000111897786,1.602703332901001,11.95,1331.1,64295.0,1536.3,115.03,165.7,1.603,12.0,1308.87,59679.0,1589.0,118.32,172.2,1.5721,12.25,-2.700713648528108,-7.646239554317546,3.4572601,-0.4432857,2.0833373,0
2011-06-01,1314.55,63411.0,1542.4,114.53,168.2,1.587,12.0,1336.1823333333334,64525.76666666667,1507.7500040690104,117.17833353678385,171.77000122070314,1.6024866660435995,11.958333333333334,1345.2,64620.0,1535.9,116.73,168.6,1.5791,12.0,1316.14,59478.0,1589.8,117.26,171.6,1.5735,12.25,0.12095393861017989,-6.202393906420022,3.073132,-0.8506596,2.0833373,0
2011-06-02,1312.94,64218.0,1532.0,115.54,166.9,1.5797,12.0,1336.1833333333334,64430.166666666664,1510.1066731770834,116.91733347574869,171.41000111897787,1.6026066660881042,11.966666666666667,1314.55,63411.0,1542.4,114.53,168.2,1.587,12.0,1305.44,58838.0,1602.1,116.05,172.0,1.582,12.25,-0.5712370710009629,-8.37771341368464,4.5757174,0.14560223,2.0833373,0
