DATA;COLUNA1;COLUNA2;TIPO;COMPRA;VENDA;COLUNA3;COLUNA4;COLUNA5
04012010;220;A;USD;1,7232;1,7240;1,0000;1,0000
05012010;220;A;USD;1,7219;1,7227;1,0000;1,0000
06012010;220;A;USD;1,7329;1,7337;1,0000;1,0000
07012010;220;A;USD;1,7405;1,7413;1,0000;1,0000
08012010;220;A;USD;1,7382;1,7390;1,0000;1,0000
11012010;220;A;USD;1,7315;1,7323;1,0000;1,0000
12012010;220;A;USD;1,7431;1,7439;1,0000;1,0000
13012010;220;A;USD;1,7434;1,7442;1,0000;1,0000
14012010;220;A;USD;1,7640;1,7648;1,0000;1,0000
